0.000000000000000000e+00 9.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.201412376866278275e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.518666598235155013e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.246720963310206987e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.175570074078380495e-12 9.799999999999994316e+02 1.363352477940645256e-27 1.847770598137574324e-22 6.440645248392684164e-26 2.201412376866277165e-01 1.600236911409460798e-25 4.348660950329867363e-30 1.056875687755663203e-16 9.824243685195958076e-26 3.242154507095560660e-60 1.920834322198176030e-38 1.054979032156591862e-38 1.475870717329144716e-39 4.814589960770427481e-17 5.518666598235150156e-02 6.055203386626424931e-40 3.704678681829745431e-42 1.321337298915417014e-36 2.730347368540254253e-25 1.532282128385037058e-45 2.352544447370744327e-26 7.850591307405116801e-33 5.459046876785725640e-84 3.702025510002724466e-58 2.322460132054840388e-56 5.225917371830187022e-41 1.064110075744393058e-37 2.317532377701146847e-35 5.098950442072388418e-86 7.910466551511632140e-66 1.095702784940834457e-95 1.356501938650092965e-44 1.230420698743239753e-49 2.418127213457629724e-83 0.000000000000000000e+00 6.451195171647606686e-27 2.875912979398000552e-44 9.312341850622733585e-59 1.283167292046892668e-25 1.666145994104352558e-55 5.519159474817855024e-71 2.711586971790257984e-46 2.021242134152196093e-58 3.620409367430433934e-42 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.976334145069380572e-74 7.246720963310206987e-01 0.000000000000000000e+00 8.538103932907510966e-61 2.624108595118107285e-56 2.548456941953683623e-59 3.161601785745460169e-64
1.175687631085788301e-08 9.799999999943131570e+02 9.448124939188051908e-20 1.280517508691860672e-18 1.449751303351246476e-18 2.201412376856030639e-01 1.270182219264317005e-17 3.451733788787402456e-18 1.056988627561441443e-12 9.825228068727189976e-18 -2.441892814573806015e-42 4.584256031044278263e-32 3.134054426829237843e-28 3.825773196207063973e-29 4.814974537285683707e-13 5.518666598183775973e-02 1.062280158799953522e-24 1.100558842464700404e-27 2.367544459417822762e-25 2.758186410685782424e-17 4.815057285443131866e-34 2.060662663619401376e-18 6.876563124199047924e-21 6.896630873323971639e-63 3.338664072847046738e-40 1.869088455755765445e-44 4.714240013856725971e-27 1.015468589906394789e-25 2.317996270217866878e-23 2.481532431586418253e-64 2.035176725037101613e-46 2.819112310029881517e-72 2.675717713472651211e-33 9.555563830548547335e-38 1.868801603924145680e-63 4.278859725639030474e-100 1.865841197978911061e-22 7.222161463359309050e-33 2.338569963183189507e-43 1.311180966357153046e-21 1.287174333911453234e-39 3.453476354301121957e-53 6.471463694381159542e-36 5.639488562988235845e-44 1.437265379554297613e-32 5.072745114272015812e-73 3.336068268822007912e-65 2.331448603047800927e-65 1.789360905556196108e-52 7.246720963310206987e-01 0.000000000000000000e+00 1.533079202943089071e-44 2.504420529342440316e-40 6.574314633100252396e-44 3.017513175270289170e-48
1.114088194442510399e-07 9.799999999461224434e+02 2.595512025715657658e-18 3.998726245037850786e-18 6.484700449854081251e-17 2.201412376769146251e-01 4.129763300439499333e-16 9.547871758077829130e-16 1.001572836066666124e-11 7.989946293885925143e-16 1.010985913736373622e-43 4.438508629397292083e-31 6.969311328916368767e-26 8.554800228285301313e-27 4.562792448472296352e-12 5.518666597748157071e-02 9.015647330882588961e-22 2.075698252139889438e-24 2.360857845553478088e-23 2.319652006140050903e-15 7.792370384146731954e-28 8.679349553661597532e-17 2.462091395399443376e-18 7.569398286661604967e-53 1.376493356011243207e-35 4.304189928408666231e-37 2.266732790730021216e-23 5.760224830317963040e-23 1.766302229607032723e-20 6.138664455404533566e-50 1.935357624182647785e-37 1.022177415537623972e-51 5.451759392929875088e-31 6.132381168937999615e-35 2.807600355816975387e-51 9.496770794826782222e-68 6.075443340647849572e-22 3.754833589712179493e-30 3.453117533103219342e-39 1.457318366568773991e-20 6.739980705424945527e-36 -1.872624748726309051e-52 5.376162669617198543e-34 6.859158959968490792e-39 1.634008360407385863e-31 2.425781029967746740e-53 1.446308891066997077e-50 1.023120909943019973e-50 2.086671282921394593e-49 7.246720963310206987e-01 0.000000000000000000e+00 2.902444571663334585e-35 1.141250159857009063e-31 7.387071785914034995e-36 1.992553882505119488e-35
2.110607625776442001e-07 9.799999998979490101e+02 5.830161066993823407e-18 5.171657795602084685e-18 1.567342001481745225e-16 2.201412376682237437e-01 9.106232621156379746e-16 3.052505913856536574e-15 1.897395059385289400e-11 2.293966746718271456e-15 7.298959919614775471e-40 8.418925006840448409e-31 2.578553445735507057e-25 3.145544688084231812e-26 8.644152678583747894e-12 5.518666597312417432e-02 3.529324106224460378e-21 9.751436670286325963e-24 6.880755429201459319e-23 6.704775419449787756e-15 2.927061481375929465e-27 2.021161606304526507e-16 8.179558618893757030e-18 3.029059106036899311e-52 8.642126453964584329e-35 1.659911273592835285e-36 1.200199979765918269e-22 2.474448343885469470e-22 8.098920046643628132e-20 3.203523854818125114e-49 1.098326099964623372e-36 5.093768903074798197e-51 1.573279520431116085e-30 2.307892691855040203e-34 1.700451459232640104e-50 4.397955696139519337e-65 7.889007858038342031e-22 1.341902607437908538e-29 1.630649334587308038e-38 3.006417127507311848e-20 3.181322069735847561e-35 1.552030019919751933e-48 1.545100963196612268e-33 3.033074408586017721e-38 3.130662462267095507e-31 1.696511797537719432e-52 7.109779452030556922e-50 5.055128682617359350e-50 6.921350168321039117e-47 7.246720963310206987e-01 0.000000000000000000e+00 1.357952212240756132e-34 5.461228759960080282e-31 3.456206093402344667e-35 9.865930912731322206e-35
4.234537790036963395e-07 9.799999997953048023e+02 1.444777505885040033e-17 7.110925203266373168e-18 3.959139610056423818e-16 2.201412376496931222e-01 2.053820298306023223e-15 1.126538103695365965e-14 3.806545622332281446e-11 7.617406429768432950e-15 9.029718909405939937e-42 1.690390918861936634e-30 1.178093404468681666e-24 1.463278378678998455e-25 1.734431778793765133e-11 5.518666596383214884e-02 1.801067087783613115e-20 6.503421081688977623e-23 2.318685429105728399e-22 2.244613616995968745e-14 1.506721040578850981e-26 4.823059933111586243e-16 3.162758676690253074e-17 2.588509814551345300e-50 9.521119319726573685e-34 6.798161816460927255e-35 9.131656265574949805e-22 1.295076146565776833e-21 4.882302520469469028e-19 2.664281638086973611e-47 4.563216250056481925e-35 5.013062917253926603e-49 4.758911670458885060e-30 9.894108175163139233e-34 4.226358465793338350e-49 7.621802638914545539e-63 1.087718683258846869e-21 5.761685148742901059e-29 2.486534541284498306e-37 7.000454128969961422e-20 1.984290419896099993e-34 1.974902230822256830e-49 5.135428844808528674e-33 3.059061217549121073e-37 6.321360142899956671e-31 1.343959556809392074e-50 1.087818596208109647e-48 8.286705551095152699e-49 1.485361889550156929e-46 7.246720963310206987e-01 0.000000000000000000e+00 5.915799799423332827e-33 1.470902461370123185e-29 1.181609267484433577e-33 4.040094327847387144e-33
6.358467954297484525e-07 9.799999996927045913e+02 2.533387666900141918e-17 9.017058640666045661e-18 6.647087477404872410e-16 2.201412376311527308e-01 3.231506418180981592e-15 2.458035300871151463e-14 5.715484869734286506e-11 1.578990235342689858e-14 3.892409157929115590e-39 2.539064116483465365e-30 2.764046092977284233e-24 3.437907416808139258e-25 2.604627503653738020e-11 5.518666595453362855e-02 4.921248253095910256e-20 2.003720363210277571e-22 4.842112711626836165e-22 4.674331508233843709e-14 3.645579006718193714e-26 7.796837212649655796e-16 7.078267066521548875e-17 1.129315553650157042e-49 4.008645347545624786e-33 2.606529661886490914e-34 3.087033783795692764e-21 3.415737876299748805e-21 1.440908363723944537e-18 1.369904387635040815e-46 2.654988199694722037e-34 2.809628535760769904e-48 8.748785602893029135e-30 2.367060645359919446e-33 1.962145013786681762e-48 6.723164221303526580e-62 1.380998523508512239e-21 1.375850854655181810e-28 1.035865119102583457e-36 1.192950240242103854e-19 6.019035869912641580e-34 1.373470975486353529e-47 1.065050418012909081e-32 1.010188242057133603e-36 9.512721915543355083e-31 8.299314863481690882e-50 4.514351425919939914e-48 3.577524554126136946e-48 1.093008840814478899e-45 7.246720963310206987e-01 0.000000000000000000e+00 2.818171190920858975e-32 6.740597030570746456e-29 5.522339075359970934e-33 2.070550281559766511e-32
8.482398118558005654e-07 9.799999995901583816e+02 3.870905008973099560e-17 1.096696743921161582e-17 9.464518713157587397e-16 2.201412376126016812e-01 4.417247931935566589e-15 4.347718586242469328e-14 7.624195260363783307e-11 2.704826820184998133e-14 4.831882742426125800e-40 3.387909806915742832e-30 4.982139750857026112e-24 6.185139579389269607e-25 3.475000065545787494e-11 5.518666594522824570e-02 1.050358806628342236e-19 4.562130931968074271e-22 8.334608671313112172e-22 8.032497464096343828e-14 6.658622856252751551e-26 1.081540692907400797e-15 1.273065421965046976e-16 5.599615162242654474e-49 1.205979046630352980e-32 1.007446315149238231e-33 7.633826124904510985e-21 6.837195720501138372e-21 3.212649787533733907e-18 6.584670555834450303e-46 1.137836825030271228e-33 1.420755543496229853e-47 1.315292979433216084e-29 4.651975410745989990e-33 6.390442667337568001e-48 3.942562098580034794e-61 1.680960249693964178e-21 2.594741874708063283e-28 3.167284998666866750e-36 1.787958555395861693e-19 1.406054342416005802e-33 7.454377835374029170e-48 1.825172824833330095e-32 2.287289575753796629e-36 1.270473185592028199e-30 3.581194078872396021e-49 1.309922116883315505e-47 1.097834402186950708e-47 2.027530297791141455e-45 7.246720963310206987e-01 0.000000000000000000e+00 1.122532399259847366e-31 2.266669703440609779e-28 2.152883859223655490e-32 7.450466575933551327e-32
1.234913693348090560e-06 9.799999994036119233e+02 6.972418475586449830e-17 1.453571685857796404e-17 1.464954493299853337e-15 2.201412375788002473e-01 6.577144381546175479e-15 9.274848507446574061e-14 1.109850749887186424e-10 5.572698489630307246e-14 -1.763365220479064691e-38 4.933740563148226901e-30 1.071376150362178757e-23 1.328885848032319236e-24 5.060033381897915883e-11 5.518666592826904777e-02 3.041759374234611712e-19 1.406468032266360683e-21 1.726592032631544529e-21 1.661115112447823503e-13 1.461097153073908419e-25 1.631245314649432666e-15 2.766534019930166953e-16 3.567303224465830908e-48 6.198712596209398507e-32 4.926947021408819573e-33 2.682008308551444485e-20 1.672121103813543443e-20 9.697195912471201720e-18 4.295093112927629866e-45 1.089815891650474108e-32 1.415711768138440194e-46 2.140062707206607825e-29 1.144772936657826470e-32 3.594777571598707960e-47 4.638620696163370888e-60 2.229972091730540184e-21 5.977664977667991229e-28 1.544384485843532617e-35 3.143233249945006710e-19 4.656425222858395817e-33 -3.568039778373452699e-47 3.762888088924655341e-32 6.280516427518170641e-36 1.851769259235235249e-30 2.735686570091703456e-48 5.866152030603609519e-47 5.493254782116509795e-47 -5.449249231323654840e-46 7.246720963310206987e-01 0.000000000000000000e+00 7.460974286845822750e-31 1.229166109595432005e-27 1.390768641332167511e-31 4.357828520126363530e-31
1.902239525566377993e-06 9.799999990821097526e+02 1.436084098478456631e-16 2.070768168127921158e-17 2.362273207025033791e-15 2.201412375203794791e-01 1.030819099981553256e-14 2.231295346421329283e-13 1.709266374396169904e-10 1.301328542730421526e-13 1.532278404119563312e-38 7.602947457602439841e-30 2.572508241753503067e-23 3.188697843611932516e-24 7.796931867098695109e-11 5.518666589894517804e-02 1.089008109479271105e-18 5.251892615864663701e-21 4.052470793832548907e-21 3.892991993906091258e-13 3.608833599459007593e-25 2.582078766980027626e-15 6.762559766331843555e-16 3.394424753322816267e-47 4.396230968573780190e-31 3.121086680986918189e-32 1.143200986478120783e-19 4.504042743852090896e-20 3.562075188664991653e-17 4.153189242260845978e-44 1.493921500731680929e-31 2.201442206533681317e-45 3.574159740969273758e-29 3.125886437404586127e-32 2.644341647277034022e-46 8.477920534944557464e-59 3.179420726651800397e-21 1.539266885866289129e-27 9.758917077990471136e-35 6.311344753998567208e-19 1.843894321350842516e-32 1.016639648015150992e-46 8.796543604860346832e-32 1.804055596547257005e-35 2.855501090261034936e-30 2.815025656477924145e-47 3.413297256196602206e-46 3.820213208245926113e-46 2.477351955703595710e-44 7.246720963310206987e-01 0.000000000000000000e+00 6.428966139999765246e-30 8.390305675772570012e-27 1.155797950870782362e-30 3.130585950907474240e-30
